target_id pval qval test_stat rss degrees_free mean_obs var_obs tech_var sigma_sq smooth_sigma_sq final_sigma_sq
ENSMUST00000121693.8 0.00254539619060645 1 11.946937933974 3.45686361598227 2 5.45773910276685 0.432107951997784 0.00857887093541823 0.423529081062365 0.19615146221756 0.423529081062365
ENSMUST00000172442.2 0.00263081473592114 1 11.8809233904895 21.9173022739717 2 3.98287560378994 2.73966278424646 0.103689570758647 2.63597321348781 0.994855970729673 2.63597321348781
ENSMUST00000223683.2 0.00276199516927554 1 11.7836039459833 61.4155829956547 2 2.55923868421876 7.67694787445683 1.57785408826566 6.09909378619117 2.39964004259359 6.09909378619117
ENSMUST00000106402.8 0.00280928689538374 1 11.7496492034546 56.5898424675013 2 3.56866356049338 7.07373030843766 1.86043115605264 5.21329915238502 1.49850904953691 5.21329915238502
ENSMUST00000064265.13 0.00291235733111471 1 11.6775848926302 4.41597891238143 2 6.40186250065339 0.551997364047678 0.00324377721697339 0.548753586830705 0.0967107188593534 0.548753586830705
ENSMUST00000065438.13 0.00293586159766018 1 11.661508618205 1.98214684733499 2 6.39717210526909 0.247768355916874 0.00176567029810688 0.246002685618767 0.09697455581354 0.246002685618767
ENSMUST00000197215.2 0.00300911342387142 1 11.6122195743443 47.1916646520995 2 3.42676566775135 5.89895808151244 0.669957767825392 5.22900031368705 1.65782677574174 5.22900031368705
ENSMUST00000211561.2 0.00304807332018113 1 11.586491172539 36.8482805853345 2 1.85517170315746 4.60603507316681 0.20435858202046 4.40167649114635 2.55045261840455 4.40167649114635
ENSMUST00000121215.2 0.00306208097585295 1 11.5773210733677 35.5941941571868 2 3.45868473666807 4.44927426964834 0.64539670353818 3.80387756611016 1.62452743636467 3.80387756611016
ENSMUST00000108180.9 0.00306452243603196 1 11.5757270675905 50.4521511741982 2 2.60174820493536 6.30651889677477 1.78603232003898 4.52048657673579 2.37580069482246 4.52048657673579
ENSMUST00000072671.14 0.00316335310883661 1 11.5122454071434 72.9953002904507 2 4.40311885114723 9.12441253630634 0.877582221769693 8.24683031453665 0.63899311282481 8.24683031453665
ENSMUST00000138700.7 0.00320184757893694 1 11.4880545347434 45.7245833983022 2 1.73223055935959 5.71557292478777 0.140418641982723 5.57515428280505 2.52427834739303 5.57515428280505
ENSMUST00000071926.5 0.00323200623994505 1 11.4693044152982 2.05380414932538 2 6.32383182042324 0.256725518665673 0.00484116581482747 0.251884352850845 0.101317352058545 0.251884352850845
ENSMUST00000168185.8 0.00324257290790792 1 11.4627763138707 46.731049264282 2 2.84321886734885 5.84138115803524 0.309861945526981 5.53151921250826 2.21027174420886 5.53151921250826
ENSMUST00000025986.15 0.00331714300339706 1 11.4173028153546 3.67564812758499 2 5.2621656061553 0.459456015948124 0.00658284124534122 0.452873174702783 0.234899085919357 0.452873174702783
ENSMUST00000123781.8 0.00337208183810084 1 11.3844499384752 89.8676650131865 2 2.82374198568764 11.2334581266483 0.0766455734764348 11.1568125531719 2.22565495478028 11.1568125531719
ENSMUST00000131843.2 0.00343410833193105 1 11.3479959402808 69.9505051234359 2 2.36086451426503 8.74381314042949 1.1360977091581 7.60771543127139 2.49108318766399 7.60771543127139
ENSMUST00000097813.3 0.00356290290742383 1 11.2743592859232 34.5755171372749 2 1.88321304645069 4.32193964215936 0.108953014506047 4.21298662765332 2.5542300816358 4.21298662765332
ENSMUST00000053918.9 0.00357095542713945 1 11.269844184693 1.80379090455135 2 6.00222171495311 0.225473863068919 0.00268204515777542 0.222791817911143 0.126289638558285 0.222791817911143
ENSMUST00000163065.8 0.00360474016478004 1 11.2510111743736 44.4400299714085 2 2.26594932599005 5.55500374642606 0.832786156922558 4.7222175895035 2.52224852854702 4.7222175895035
ENSMUST00000074541.6 0.0036336794970343 1 11.2350190170807 25.7824048519781 2 3.28573876499024 3.22280060649727 0.390420222995006 2.83238038350226 1.80020905180193 2.83238038350226
ENSMUST00000052018.12 0.00365500833690876 1 11.223313809646 75.9621421234479 2 2.55838328068681 9.49526776543099 2.17462496981421 7.32064279561678 2.40010524942023 7.32064279561678
ENSMUST00000031822.13 0.00377040888094531 1 11.1611436538381 45.7967557130688 2 2.41795531323189 5.7245944641336 0.130973421571016 5.59362104256258 2.46828128087936 5.59362104256258
ENSMUST00000037726.14 0.0038743615057094 1 11.106748804947 5.92720945060941 2 5.35845402635444 0.740901181326176 0.0226988125301559 0.71820236879602 0.214588046937607 0.71820236879602
ENSMUST00000151243.2 0.0038976719154285 1 11.0947516977018 51.1296399959312 2 1.83997101227319 6.39120499949141 0.732593443642302 5.6586115558491 2.54806182577794 5.6586115558491
ENSMUST00000126374.3 0.00408872900718256 1 10.9990422268244 37.4659925608356 2 2.84346758928825 4.68324907010444 0.355896254368949 4.3273528157355 2.21007325142411 4.3273528157355
ENSMUST00000095078.3 0.00431252635624117 1 10.8924627701024 1.55960112874474 2 6.95454714279341 0.194950141093092 0.00742816068682448 0.187521980406268 0.074112991369392 0.187521980406268
ENSMUST00000034023.4 0.00443310261969852 1 10.8373111488924 1.39431875494165 2 6.52042373914036 0.174289844367706 0.00163120345339963 0.172658640914306 0.090541923753612 0.172658640914306
ENSMUST00000142558.8 0.00444944146167955 1 10.8299534098217 1.96330935022362 2 6.10992197666191 0.245413668777953 0.0116882771877371 0.233725391590216 0.116717438270049 0.233725391590216
ENSMUST00000197094.5 0.00450428417217335 1 10.8054525936922 2.38963316537718 2 6.92737892694645 0.298704145672148 0.00408150296912275 0.294622642703025 0.074932285898107 0.294622642703025
ENSMUST00000043637.14 0.00461414989046236 1 10.7572552674912 2.24339632544661 2 5.7793366539072 0.280424540680826 0.00536928925949784 0.275055251421329 0.149820936232959 0.275055251421329
ENSMUST00000027601.11 0.0046324024088908 1 10.7493593332899 35.8301895323339 2 2.93310498304155 4.47877369154174 0.14943292011518 4.32934077142656 2.13542332744809 4.32934077142656
ENSMUST00000110451.4 0.00474784186294071 1 10.7001302176509 42.9827500205069 2 2.18505186371666 5.37284375256336 0.922757638267294 4.45008611429606 2.54184055957741 4.45008611429606
ENSMUST00000113358.10 0.00476595918943621 1 10.6925129263932 7.01036513291604 2 5.46306370322276 0.876295641614504 0.0117563305883924 0.864539311026112 0.195227266102995 0.864539311026112
ENSMUST00000122171.8 0.00479022333250589 1 10.6823564878119 5.44310732364231 2 5.35365158562521 0.680388415455289 0.0513322715929246 0.629056143862365 0.215541215720368 0.629056143862365
ENSMUST00000107170.3 0.00486207052526844 1 10.6525817955812 77.6241880838603 2 2.57135502986649 9.70302351048254 1.81382659329458 7.88919691718795 2.3929885906382 7.88919691718795
ENSMUST00000113229.8 0.00493004726058701 1 10.624813409295 4.08559869939418 2 5.21296403427867 0.510699837424272 0.00805843613406428 0.502641401290208 0.246329261269899 0.502641401290208
ENSMUST00000115827.8 0.00498189048493063 1 10.6038916890667 42.5325873542265 2 3.1872646116497 5.31657341927831 0.552200530919547 4.76437288835877 1.89823441625347 4.76437288835877
ENSMUST00000079692.6 0.0050292937143307 1 10.5849514387511 34.1654240528246 2 1.7567733976332 4.27067800660307 0.0570823480357553 4.21359565856732 2.5307415843511 4.21359565856732
ENSMUST00000050785.14 0.00507611672983249 1 10.566417465947 44.6947737515968 2 3.2798422713427 5.58684671894961 0.0215336740111941 5.56531304493841 1.80612864124403 5.56531304493841
ENSMUST00000098374.9 0.00510414795006329 1 10.5554034925568 84.3766782176648 2 3.14223608320497 10.5470847772081 1.13272696661923 9.41435781058887 1.9422567202827 9.41435781058887
ENSMUST00000060947.14 0.00517742090403088 1 10.5268964833527 73.7832703448235 2 2.4637470377647 9.22290879310294 1.74028158719991 7.48262720590302 2.44788847815922 7.48262720590302
ENSMUST00000087176.8 0.00523136902218127 1 10.5061645436719 2.44553352938869 2 9.23888240329403 0.305691691173587 0.000124150169907184 0.305567541003679 0.0667964470972176 0.305567541003679
ENSMUST00000236695.2 0.00531187447870827 1 10.4756209936969 71.209377597375 2 2.57377193320268 8.90117219967187 0.822243410683098 8.07892878898877 2.39164799602939 8.07892878898877
ENSMUST00000062883.7 0.00532265486065208 1 10.4715661322949 54.5311847395323 2 3.01433138054886 6.81639809244153 2.72051597852113 4.0958821139204 2.06307442225067 4.0958821139204
ENSMUST00000105509.2 0.00534475265704377 1 10.4632800223047 1.93825234965995 2 6.16432315705196 0.242281543707493 0.052050630021519 0.190230913685974 0.112365557717193 0.190230913685974
ENSMUST00000024705.6 0.00541462073865907 1 10.4373048800217 1.0106062360869 2 7.24831175864414 0.126325779510863 0.000792845557294875 0.125532933953568 0.0666249855950045 0.125532933953568
ENSMUST00000133747.8 0.00547457887376597 1 10.4152798485431 39.0369272959586 2 1.56806895792404 4.87961591199482 0.0284634191083732 4.85115249288645 2.46564037810417 4.85115249288645
ENSMUST00000089645.13 0.00549112164335893 1 10.4092454754114 68.5769463919462 2 2.30809799829 8.57211829899327 1.56563210298601 7.00648619600726 2.5094732812008 7.00648619600726
ENSMUST00000033700.12 0.00556039317190425 1 10.384172917697 67.5773386054532 2 2.46562727292489 8.44716732568166 1.30545068698832 7.14171663869334 2.44701215186854 7.14171663869334
ENSMUST00000031011.12 0.00565469794968053 1 10.350537167612 1.65744208989082 2 6.31032602899136 0.207180261236353 0.0346197837648462 0.172560477471507 0.102163849366046 0.172560477471507
ENSMUST00000003687.8 0.00569860044088975 1 10.3350693419534 3.26523117479992 2 6.38332622218637 0.40815389684999 0.00192617284706302 0.406227724002927 0.0977628360701271 0.406227724002927
ENSMUST00000021458.13 0.00572932366209483 1 10.3243155795211 3.1407935275477 2 6.48411012634663 0.392599190943462 0.00167109334583407 0.390928097597628 0.0923337365203756 0.390928097597628
ENSMUST00000224947.2 0.00592378258828656 1 10.2575601668085 37.7170993445723 2 2.14525775762458 4.71463741807154 1.04403271969392 3.67060469837762 2.54903224509879 3.67060469837762
ENSMUST00000171265.8 0.00595109931778218 1 10.2483586343987 7.37417899110637 2 6.62435168243091 0.921772373888297 0.203050021631071 0.718722352257226 0.0858364230888818 0.718722352257226
ENSMUST00000135909.8 0.00600949160114018 1 10.228830252339 59.1498358030577 2 2.76185761070113 7.39372947538222 2.32982389187659 5.06390558350563 2.27231520665906 5.06390558350563
ENSMUST00000239288.2 0.0060604550773316 1 10.2119407729024 4.50381608744185 2 5.79446190026886 0.562977010930231 0.154613665953387 0.408363344976844 0.148040831551429 0.408363344976844
ENSMUST00000110638.8 0.0060677707599819 1 10.2095279934454 50.3292826072004 2 4.51779711305916 6.29116032590005 0.972221900296494 5.31893842560356 0.562598902838389 5.31893842560356
ENSMUST00000131235.9 0.00610395982771084 1 10.1976351326544 69.8378625439085 2 2.51679576024068 8.72973281798856 1.58514765563878 7.14458516234978 2.42201398511066 7.14458516234978
ENSMUST00000249269.1 0.00611191750699863 1 10.1950294482012 42.3705194832418 2 3.11904730303841 5.29631493540522 1.27758071568695 4.01873421971828 1.96466709437279 4.01873421971828
ENSMUST00000071044.13 0.00613334495245312 1 10.1880300172308 32.758651417444 2 3.19427581065741 4.0948314271805 0.067211224104342 4.02762020307616 1.89132666215164 4.02762020307616
ENSMUST00000053597.3 0.00614579074266501 1 10.1839757271625 38.2222256509426 2 2.85547154996926 4.77777820636782 0.679142329879483 4.09863587648834 2.20043341381619 4.09863587648834
ENSMUST00000052927.11 0.00616662940852209 1 10.177205754891 87.1187335740309 2 2.783703276839 10.8898416967539 0.662941838705188 10.2268998580487 2.25624364114461 10.2268998580487
ENSMUST00000154460.8 0.00618727287687383 1 10.1705217170578 0.989244334543997 2 7.48271937926431 0.123655541818 0.000804368002618505 0.122851173815381 0.062306590189354 0.122851173815381
ENSMUST00000139547.8 0.00624025961739817 1 10.153466984228 48.6506962424342 2 3.28313662562654 6.08133703030428 0.822982323414724 5.25835470688956 1.80282198014535 5.25835470688956
ENSMUST00000139385.8 0.00624035217932544 1 10.1534373183979 51.3350203967095 2 2.33786247038372 6.41687754958868 1.6416872938373 4.77519025575138 2.49942256557804 4.77519025575138
ENSMUST00000164661.4 0.00632809530176028 1 10.1255119766029 33.9915006474979 2 1.40840302955865 4.24893758093724 0.158473740950541 4.0904638399867 2.38414523438641 4.0904638399867
ENSMUST00000140348.8 0.00637677623932348 1 10.1101852019407 67.369263485688 2 2.33013073992641 8.421157935711 1.9504288378459 6.47072909786511 2.50211420944683 6.47072909786511
ENSMUST00000054895.4 0.00640951346700383 1 10.0999438262275 29.6581220254031 2 2.19524664542932 3.70726525317539 0.163601285125853 3.54366396804954 2.53973561571269 3.54366396804954
ENSMUST00000072631.6 0.00646015625182871 1 10.0842035477811 5.08268219233772 2 6.73387007368723 0.635335274042216 0.0015364881617985 0.633798785880417 0.0814693873702424 0.633798785880417
ENSMUST00000161712.8 0.00646292988259464 1 10.083345043619 41.0854835201768 2 2.14979598113824 5.13568544002209 1.25410590794153 3.88157953208056 2.54829507968802 3.88157953208056
ENSMUST00000112942.2 0.00653695930108831 1 10.0605663206041 32.8126055224168 2 2.58845410819613 4.1015756903021 0.0484965905579519 4.05307909974415 2.38340644606997 4.05307909974415
ENSMUST00000039990.6 0.00661941175600917 1 10.0354975431805 2.21503176798747 2 5.6185285257293 0.276878970998434 0.00430746461524 0.272571506383193 0.17076941939135 0.272571506383193
ENSMUST00000114184.8 0.00674142183427455 1 9.99896884333116 50.0560388072042 2 1.79240988342928 6.25700485090052 0.443366376139534 5.81363847476099 2.5390328867189 5.81363847476099
ENSMUST00000142234.2 0.00679537279131262 1 9.98302674058386 33.9005204702042 2 3.13121047685202 4.23756505877552 0.561775886016137 3.67578917275938 1.95293615751967 3.67578917275938
ENSMUST00000113458.8 0.00684380394008853 1 9.9688231406793 1.27623195843015 2 6.8799696961484 0.159528994803768 0.0021562486872208 0.157372746116547 0.0764147470521247 0.157372746116547
ENSMUST00000021676.12 0.00686145101767813 1 9.96367268199856 0.985623707510334 2 7.25958481342369 0.123202963438792 0.00161092534374456 0.121592038095047 0.0663856560700823 0.121592038095047
ENSMUST00000029194.12 0.006948876349803 1 9.93835061752759 66.687212134899 2 2.37682474366945 8.33590151686238 1.72388949187405 6.61201202498833 2.48500803674547 6.61201202498833
ENSMUST00000105436.9 0.00701019399416694 1 9.9207798088006 2.43082932898248 2 7.06730642690383 0.303853666122809 0.0231661514525216 0.280687514670288 0.0709425570599695 0.280687514670288
ENSMUST00000025490.10 0.00718083998733647 1 9.87267782577011 2.94441919937451 2 6.05496131811635 0.368052399921813 0.00407171038092082 0.363980689540893 0.121459135499242 0.363980689540893
ENSMUST00000109501.2 0.00719920873557249 1 9.86756831367298 44.4176371386392 2 1.62678069286463 5.55220464232989 0.306430928554906 5.24577371377499 2.48964141408608 5.24577371377499
ENSMUST00000064473.13 0.00726078780684478 1 9.85053388538616 34.3421412893474 2 2.24716729667577 4.29276766116842 0.153146735667296 4.13962092550113 2.52738123197742 4.13962092550113
ENSMUST00000040880.9 0.00729309701663925 1 9.84165398472384 2.00079192598299 2 8.08730772816983 0.250098990747874 0.000285318833057875 0.249813671914816 0.0568007667052201 0.249813671914816
ENSMUST00000021424.5 0.0073212431122288 1 9.83395028270484 1.04976614726828 2 6.75348038816791 0.131220768408535 0.00180370607887152 0.129417062329664 0.0807435549979691 0.129417062329664
ENSMUST00000152196.2 0.00742079238698252 1 9.80693887361223 86.102171483552 2 2.75822584730939 10.762771435444 0.0466421956530236 10.716129239791 2.2749430353757 10.716129239791
ENSMUST00000128972.9 0.00749047905681973 1 9.78824504795268 57.7997574621418 2 2.12011305194026 7.22496968276772 0.537939678304096 6.68703000446363 2.55272577906436 6.68703000446363
ENSMUST00000066778.6 0.00752585429023585 1 9.7788218956985 0.877243567529745 2 7.26336747324893 0.109655445941218 0.00153725479809739 0.108118191143121 0.0663060957981831 0.108118191143121
ENSMUST00000236135.2 0.00753866579000382 1 9.77542012709562 7.01808927897717 2 5.00637999281454 0.877261159872146 0.0127865081762944 0.864474651695852 0.308991400745233 0.864474651695852
ENSMUST00000120902.8 0.00754556351369852 1 9.77359100502737 33.6047063315792 2 4.14239280330183 4.2005882914474 0.654947392980036 3.54564089846737 0.835008556854225 3.54564089846737
ENSMUST00000023248.13 0.00767932951145544 1 9.73844607765922 12.1692574839104 2 4.62530018756192 1.5211571854888 0.452525478266152 1.06863170722265 0.49525388697764 1.06863170722265
ENSMUST00000153166.8 0.00770491713998652 1 9.73179312865088 1.72940745065409 2 7.41703360189914 0.216175931331762 0.00684065314788918 0.209335278183873 0.0633812052418895 0.209335278183873
ENSMUST00000097590.5 0.00774036408882464 1 9.72261310517404 1.66030000593822 2 6.19252832681051 0.207537500742277 0.00676030175509638 0.200777198987181 0.110234223124191 0.200777198987181
ENSMUST00000231450.2 0.00778458641698314 1 9.71121920147152 42.9500061887367 2 1.69296560934137 5.36875077359209 0.0742811903592986 5.29446958323279 2.51267347365423 5.29446958323279
ENSMUST00000207230.2 0.00787493126153402 1 9.68814164600526 39.290001276623 2 1.55217087824299 4.91125015957788 0.0544206695777883 4.85682949000009 2.45857570078295 4.85682949000009
ENSMUST00000127088.8 0.00787928565646346 1 9.68703606390924 31.8206241399131 2 1.6136768451505 3.97757801748914 0.232406609069508 3.74517140841963 2.48457231887944 3.74517140841963
ENSMUST00000200665.2 0.00805132874818594 1 9.64383627857286 41.105888584798 2 1.68935595029602 5.13823607309975 0.0625545534068505 5.0756815196929 2.51152908255916 5.0756815196929
ENSMUST00000164504.2 0.00809456073711755 1 9.63312591361264 71.2702555943485 2 2.61252456830986 8.90878194929356 2.30712807116044 6.60165387813312 2.36953663335579 6.60165387813312
